Group_id,Ind,Sex,Moult,Notes,
20241215_3,sRGan,m,1,,
20241215_3,hMa,j,,,
20241215_4,jMrw,m,1,,
20241215_4,iWq,m,1,,
20241215_4,jBRb,f,,,
20241215_5,pBGrb,f,,,
20241215_5,iNyb,m,1,,
20241215_5,jBn,m,1,,
20241215_5,hOab,j,,,
20241215_5,sGn,m,2,,
20241215_5,hWbo,j,,,
20241215_5,hRAgr,j,,,
20241215_6,sOrbr,f,,,
20241215_6,cGRb,m,1,,
20241215_6,sRBaba,f,,,
20241218_1,jMna,m,1,,
20241218_1,unb,f,,"unb can be identified, with jMna",
20241218_1,hOa,j,,,
20241218_1,hYab,j,,,
20241218_2,sYw,f,,,
20241218_2,hGRwn,j,,,
20241218_2,hGrb,j,,,
20241218_2,sMow,m,1,,
20241218_3,pWRbo,m,1,,
20241218_3,zOWOgn,m,1,,
20241218_3,hONrw,j,,,
20241218_3,jGyr,f,,,
20241218_4,jBn,m,1,,
20241218_4,hRAgr,j,,,
20241218_4,hWbo,j,,,
20241218_4,pBGrb,f,,,
20241218_5,unb,f,,,
20241218_5,sWa,m,1,,
20241218_6,cGRb,m,1,,
20241218_6,sRBaba,f,,,
20241218_7,GBB,f,,,
20241218_7,cOnr,m,1,,
20241218_8,pNaba,m,1,,
20241218_8,jBbwb,m,1,,
20241218_8,hGRq,j,,,
20241218_8,hOna,j,,,
20241220_1,jBRb,f,,,
20241220_1,sWa,m,1,,
20241220_2,jBn,m,1,,
20241220_2,iNyb,m,1,,
20241220_2,pBGrb,f,,,
20241220_2,hRAgr,j,,,
20241220_2,hWbo,j,,,
20241220_3,cOnr,m,1,,
20241220_3,hNwo,j,,,
20241220_3,sOo,m,2,,
20241220_3,GBB,f,,,
20241220_3,sNro,f,,,
20241220_4,cGRb,m,1,,
20241220_4,sRBaba,f,,,
20241220_5,hBby,j,,,
20241220_5,unb,f,,"unb can be identified, with jMna",
20241220_5,hYab,j,,,
20241220_6,hGRq,j,,,
20241220_6,jBbwb,m,1,,
20241220_6,hOna,j,,,
20241220_7,sYw,f,,,
20241220_7,unb,f,,,
20241220_7,hGRwn,j,,,
20241220_7,hGrb,j,,,
20241223_1,hOab,j,,,
20241223_1,hWbo,j,,,
20241223_1,hRAgr,j,,,
20241223_1,sGn,m,2,,
20241223_2,sMow,m,1,,
20241223_2,unb,f,,,
20241223_2,hGRwn,j,,,
20241223_2,hGrb,j,,,
20241223_3,hBby,j,,,
20241223_3,unb,f,,"unb can be identified, with jMna",
20241223_3,jMna,m,1,,
20241223_3,hOa,j,,,
20241223_4,cOnr,m,1,,
20241223_4,sRGan,m,1,,
20241223_4,hNwo,j,,,
20241223_4,sBnr,f,,,
20241223_4,hNRwg,j,,,
20241223_4,hONrw,j,,,
20241223_4,hMa,j,,,
20241223_5,hOna,j,,,
20241223_5,pNaba,m,1,,
20241223_5,hRAnr,j,,,
20241223_5,hGRq,j,,,
20241223_6,cGRb,m,1,,
20241223_6,sRBaba,f,,,
20241223_7,sWa,m,1,,
20241223_7,unb,f,,,
20241223_7,jBRb,f,,,
20241225_1,sRBaba,f,,,
20241225_1,cGRb,m,1,,
20241225_2,jBRb,f,,,
20241225_2,jMrw,m,1,,
20241225_2,sWa,m,1,,
20241225_3,hOna,j,,,
20241225_3,hRAnr,j,,,
20241225_3,hGRq,j,,,
20241225_3,pNaba,m,1,,
20241225_3,jBbwb,m,1,,
20241225_4,unb,f,,,
20241225_4,hNRwg,j,,,
20241225_4,hONrw,j,,,
20241225_4,hMa,j,,,
20241225_5,sGRm,m,1,,
20241225_5,sNro,f,,,
20241225_5,hNwo,j,,,
20241225_6,sGn,m,2,,
20241225_6,hWbo,j,,,
20241225_6,hRAgr,j,,,
20241225_6,pBGrb,f,,,
20241225_6,jBn,m,1,,
20241225_6,hOab,j,,,
20241225_7,unb,f,,"unb can be identified, with jMna",
20241225_7,hOa,j,,,
20241225_7,jMna,m,1,,
20241225_7,hBby,j,,,
20241225_8,sYw,f,,,
20241225_8,hGRwn,j,,,
20241225_8,sGa,f,,,
20241225_8,hGrb,j,,,
20241225_8,sMow,m,1,,
20241227_1,hGRwn,j,,,
20241227_1,hGrb,j,,,
20241227_1,unb,f,,,
20241227_1,sMow,m,1,,
20241227_2,sBnr,f,,,
20241227_2,hONrw,j,,,
20241227_2,hNRwg,j,,,
20241227_2,hMa,j,,,
20241227_2,zOWOgn,m,1,,
20241227_3,cGRb,m,1,,
20241227_4,iWq,m,1,,
20241227_4,jMrw,m,1,,
20241227_4,jBRb,f,,,
20241227_4,unb,f,,,
20241227_5,unb,f,,"unb can be identified, with jMna",
20241227_5,hOa,j,,,
20241227_5,jMna,m,1,,
20241227_5,hBby,j,,,
20241227_6,pNaba,m,1,,
20241227_6,cMra,f,,,
20241227_6,hGRq,j,,,
20241227_7,cOnr,m,1,,
20241227_7,GBB,f,,,
20241227_7,sMow,m,1,,
20241227_7,sNro,f,,,
20241227_7,sOo,m,2,,
20241227_8,pBGrb,f,,,
20241227_8,hOab,j,,,
20241227_8,sGn,m,2,,
20241227_8,hRAgr,j,,,
20241227_8,hWbo,j,,,
20241227_8,iNyb,m,1,,
20241230_1,jBbwb,m,1,,
20241230_1,hRAnr,j,,,
20241230_1,hOna,j,,,
20241230_1,cMra,f,,,
20241230_2,cOnr,m,1,,
20241230_2,GBB,f,,,
20241230_2,sOo,m,2,,
20241230_2,sNro,f,,,
20241230_3,jGyr,f,,,
20241230_3,pWRbo,m,1,,
20241230_3,zOWOgn,m,1,,
20241230_4,jMna,m,1,,
20241230_4,unb,f,,"unb can be identified, with jMna",
20241230_4,hBby,j,,,
20241230_4,hOa,j,,,
20241230_5,sGn,m,2,,
20241230_5,iNyb,m,1,,
20241230_5,jBn,m,1,,
20241230_5,pBGrb,f,,,
20241230_5,hOab,j,,,
20241230_5,hWbo,j,,,
20241230_5,hRAgr,j,,,
20241230_6,jBRb,f,,,
20241230_6,unb,f,,,
20241230_6,sWa,m,1,,
20241230_6,iWq,m,1,,
20241230_6,jMrw,m,1,,
20241230_7,unb,f,,"unb can be identified, with sYw",
20241230_7,hGRwn,j,,,
20241230_8,cGRb,m,1,,
20241230_8,sRBaba,f,,,
20250101_1,unb,f,,"unb can be identified, with jMna",
20250101_1,hBby,j,,,
20250101_1,hOa,j,,,
20250101_2,sRBaba,f,,,
20250101_3,hRAgr,j,,,
20250101_3,hWbo,j,,,
20250101_3,hOab,j,,,
20250101_3,jBn,m,1,,
20250101_3,sGn,m,2,,
20250101_4,sRGan,m,1,,
20250101_4,hNRwg,j,,,
20250101_4,cOnr,m,1,,
20250101_4,GBB,f,,,
20250101_4,hNwo,j,,,
20250101_5,unb,f,,,
20250101_5,hNRbo,j,,,
20250101_5,sGa,f,,,
20250101_5,hGrb,j,,,
20250101_5,hGRwn,j,,,
20250101_5,hWoa,j,,,
20250101_5,hNrw,j,,,
20250101_6,jGyr,f,,,
20250101_6,hONrw,j,,,
20250101_6,pWRbo,m,1,,
20250101_7,cMra,f,,,
20250101_7,jBbwb,m,1,,
20250101_7,hOna,j,,,
20250101_7,hRAnr,j,,,
20250103_1,sWa,m,1,,
20250103_1,unb,f,,,
20250103_1,iWq,m,1,,
20250103_1,jBRb,f,,,
20250103_2,iNyb,m,1,,
20250103_2,hWbo,j,,,
20250103_2,pBGrb,f,,,
20250103_2,hRAgr,j,,,
20250103_2,jBn,m,1,,
20250103_2,sGn,m,2,,
20250103_3,sRGan,m,1,,
20250103_3,sOo,m,2,,
20250103_3,hNRwg,j,,,
20250103_3,hNwo,j,,,
20250103_4,hGrb,j,,,
20250103_4,sMow,m,1,,
20250103_5,cMra,f,,,
20250103_5,hGRq,j,,,
20250103_5,jBbwb,m,1,,
20250103_6,cGRb,m,1,,
20250103_7,jGyr,f,,,
20250103_7,zOWOgn,m,1,,
20250103_7,hYyr,j,,,
20250103_7,hOon,j,,,
20250103_7,hBny,j,,,
20250103_7,pWRbo,m,1,,
20250103_7,hBy,m,1,,
20250106_1,jGyr,f,,,
20250106_1,hONrw,j,,,
20250106_1,hYna,j,,,
20250106_1,hGNao,j,,,
20250106_1,pWRbo,m,1,,
20250106_1,hOon,j,,,
20250106_1,fNo,m,1,,
20250106_2,hGrb,j,,,
20250106_2,unb,f,,,
20250106_2,hGRwn,j,,,
20250106_3,jMrw,m,1,,
20250106_3,jBRb,f,,,
20250106_4,sNro,f,,,
20250106_4,sOo,m,2,,
20250106_4,cOnr,m,1,,
20250106_4,hNwo,j,,,
20250106_5,hRAnr,j,,,
20250106_5,hOna,j,,,
20250106_5,jBbwb,m,1,,
20250106_5,hGRq,j,,,
20250106_6,pBGrb,f,,,
20250106_6,iNyb,m,1,,
20250106_6,jBn,m,1,,
20250106_6,sGn,m,2,,
20250106_6,hWbo,j,,,
20250106_6,hRAgr,j,,,
20250106_6,hOab,j,,,
20250106_7,unb,f,,"unb can be identified, with jMna",
20250106_7,jMna,m,1,,
20250106_7,hOa,j,,,
20250106_7,hBby,j,,,
20250108_1,jGyr,f,,,
20250108_1,zOWOgn,m,1,,
20250108_1,hNRwg,j,,,
20250108_1,hONrw,j,,,
20250108_1,hBny,j,,,
20250108_1,pWRbo,m,1,,
20250108_1,hOon,j,,,
20250108_1,hYyr,j,,,
20250108_2,pNaba,m,1,,
20250108_2,hOna,j,,,
20250108_2,jBbwb,m,1,,
20250108_2,hRAnr,j,,,
20250108_2,hGRq,j,,,
20250108_2,cMra,f,,,
20250108_3,hNwo,j,,,
20250108_3,sBnr,f,,,
20250108_3,GBB,f,,,
20250108_3,sOo,m,2,,
20250108_4,sRBaba,f,,,
20250108_4,cGRb,m,1,,
20250108_4,sWow,m,1,,
20250108_4,hNRby,j,,,
20250108_4,hGNa,j,,,
20250108_4,hONm,j,,,
20250108_5,jMna,m,1,,
20250108_5,unb,f,,"unb can be identified, with jMna",
20250108_5,hOa,j,,,
20250108_5,hBby,j,,,
20250108_5,unb,f,,,
20250108_6,hOab,j,,,
20250108_6,sGn,m,2,,
20250108_6,hRAgr,j,,,
20250108_6,pBGrb,f,,,
20250108_6,iNyb,m,1,,
20250108_6,jBn,m,1,,
20250108_6,hWbo,j,,,
20250108_7,sWa,m,1,,
20250108_7,jMrw,m,1,,
20250108_7,unb,f,,,
20250108_7,jBRb,f,,,
20250108_7,hGRm,j,,,
20250110_1,sWBWgb,m,2,,
20250110_1,unb,f,,,
20250110_1,unb,f,,,
20250110_1,sRBaba,f,,,
20250110_1,cGRb,m,1,,
20250110_1,hYn,j,,,
20250110_1,pRWob,m,1,,
20250110_2,sGn,m,2,,
20250110_2,hOab,j,,,
20250110_2,hWbo,j,,,
20250110_2,jBn,m,1,,
20250110_2,hRAgr,j,,,
20250110_2,iNyb,m,1,,
20250110_2,pBGrb,f,,,
20250110_3,hOa,j,,,
20250110_3,hBby,j,,,
20250110_3,jMna,m,1,,
20250110_4,sWa,m,1.5,,
20250110_4,jBRb,f,,,
20250110_4,iWq,m,1,,
20250110_4,jMrw,m,1,,
20250110_5,hYyr,j,,,
20250110_5,pWRbo,m,1,,
20250110_6,hRAnr,j,,,
20250110_6,hGRq,j,,,
20250110_7,hGRwn,j,,,
20250110_7,sMow,m,1,,
20250110_7,sYw,f,,,
20250110_8,cOnr,m,1,,
20250110_8,sBnr,f,,,
20250110_8,sOo,m,2,,
